metric_id,session_id,speaker_role,value,unit,notes
F0_SD,10225,MOT,167.17712761719804,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
F0_SD,10421,CHI,179.52015749909165,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
F0_SD,10421,MOT,185.60962246127824,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
F0_SD,10622,CHI,215.35726566466997,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
F0_SD,10622,MOT,222.07696280289557,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
F0_SD,10928,CHI,221.7519954592603,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
F0_SD,10928,MOT,221.4089458040091,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
F0_SD,11025,CHI,193.07195085465497,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
F0_SD,11025,MOT,189.54704262888004,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
F0_SD,20213,CHI,174.9611210504438,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
F0_SD,20213,MOT,173.98067180948567,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
F0_SD,20319,CHI,146.23899758080478,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
F0_SD,20319,MOT,139.33586354275104,Hz,mean F0 standard deviation from prosody.csv (column='f0_sd')
FILLER_RATE,10129,CHI,0.1497454327643007,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,10129,MOT,0.228310502283105,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,10225,CHI,0.1301518438177874,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,10225,MOT,0.5219206680584552,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,10421,CHI,0.2597402597402597,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,10421,MOT,0.0237699072973615,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,10622,CHI,0.0,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,10622,MOT,0.0,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,10928,CHI,0.646551724137931,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,10928,MOT,0.1424275993036872,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,11025,CHI,0.0,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,11025,MOT,0.0,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,20213,CHI,0.0,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,20213,MOT,0.0,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,20319,CHI,0.1890359168241966,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
FILLER_RATE,20319,MOT,0.0225022502250225,per_100_tokens,"count of filler patterns per 100 tokens; patterns=['えー', 'えぇ', 'えっと', 'えと', 'あの', 'そのー', 'その…', 'うーん', 'うんと', 'まー', 'まあ']"
PAUSE_RATIO,10129,CHI,18.25,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,10129,MOT,5.799999999999997,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,10225,CHI,6.050000000000011,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,10225,MOT,10.599999999999998,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,10421,CHI,20.0,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,10421,MOT,8.0,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,10622,CHI,32.09999999999998,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,10622,MOT,0.0,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,10928,CHI,2.5,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,10928,MOT,6.400000000000006,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,11025,CHI,1.0,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,11025,MOT,8.0,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,20213,CHI,20.0,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,20213,MOT,5.0,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,20319,CHI,9.599999999999994,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
PAUSE_RATIO,20319,MOT,6.0,pause_p95_unit,proxy of pause ratio using pause_p95 (95th percentile of pause length)
QUESTION_RATE,10129,CHI,26.353790613718413,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,10129,MOT,35.18518518518518,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,10225,CHI,26.948051948051948,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,10225,MOT,22.857142857142858,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,10421,CHI,18.6046511627907,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,10421,MOT,21.464646464646464,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,10622,CHI,10.526315789473683,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,10622,MOT,11.11111111111111,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,10928,CHI,20.73170731707317,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,10928,MOT,44.26229508196721,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,11025,CHI,26.923076923076923,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,11025,MOT,46.40522875816993,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,20213,CHI,10.416666666666666,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,20213,MOT,29.577464788732396,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,20319,CHI,34.78260869565217,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
QUESTION_RATE,20319,MOT,50.561797752808985,per_100_turns,heuristic question turns per 100 turns; detected by '?'/'？' and suffix patterns like 〜か / 〜かな / 〜の etc.
SFP_NEGOTIATING_RATE,10129,CHI,14.8014440433213,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,10129,MOT,5.555555555555555,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,10225,CHI,12.012987012987011,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,10225,MOT,11.428571428571429,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,10421,CHI,7.751937984496124,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,10421,MOT,13.88888888888889,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,10622,CHI,0.0,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,10622,MOT,0.0,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,10928,CHI,6.097560975609756,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,10928,MOT,16.80327868852459,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,11025,CHI,3.8461538461538463,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,11025,MOT,18.30065359477124,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,20213,CHI,2.0833333333333335,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,20213,MOT,0.0,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,20319,CHI,2.608695652173913,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SFP_NEGOTIATING_RATE,20319,MOT,14.044943820224718,per_100_turns,"count of negotiating sentence-final particles per 100 turns; patterns=['よね', 'かな', 'だよね', 'じゃない?', 'じゃない？', 'じゃないよね', 'よ', 'ね']"
SPEECH_RATE,10129,CHI,10.766070836594418,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,10129,MOT,10.518662971579635,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,10225,CHI,10.443749330732455,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,10225,MOT,10.289211305734414,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,10421,CHI,11.014238356143077,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,10421,MOT,10.565652479195087,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,10622,CHI,10.53657763745326,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,10622,MOT,10.338946591653077,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,10928,CHI,9.918157181571816,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,10928,MOT,9.729232168160374,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,11025,CHI,10.865396795042042,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,11025,MOT,10.35287784758622,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,20213,CHI,10.71974094921785,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,20213,MOT,10.665935255011291,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,20319,CHI,10.554085643577915,per_sec,mean speech rate from prosody.csv (column='speech_rate')
SPEECH_RATE,20319,MOT,10.47865441263871,per_sec,mean speech rate from prosody.csv (column='speech_rate')
TT_GAP_MEAN,10129,CHI,0.7333333333333333,sec,"mean max(0, gap) where next speaker=CHI, |gap| <= 10.0"
TT_GAP_MEAN,10129,MOT,0.9,sec,"mean max(0, gap) where next speaker=MOT, |gap| <= 10.0"
TT_GAP_MEAN,10225,CHI,0.4444444444444444,sec,"mean max(0, gap) where next speaker=CHI, |gap| <= 10.0"
TT_GAP_MEAN,10225,MOT,0.4444444444444444,sec,"mean max(0, gap) where next speaker=MOT, |gap| <= 10.0"
TT_GAP_MEAN,10421,CHI,2.087037037037038,sec,"mean max(0, gap) where next speaker=CHI, |gap| <= 10.0"
TT_GAP_MEAN,10421,MOT,2.7090566037735835,sec,"mean max(0, gap) where next speaker=MOT, |gap| <= 10.0"
TT_GAP_MEAN,10622,CHI,0.0,sec,"mean max(0, gap) where next speaker=CHI, |gap| <= 10.0"
TT_GAP_MEAN,10622,MOT,1.2222222222222223,sec,"mean max(0, gap) where next speaker=MOT, |gap| <= 10.0"
TT_GAP_MEAN,10928,CHI,0.4285714285714285,sec,"mean max(0, gap) where next speaker=CHI, |gap| <= 10.0"
TT_GAP_MEAN,10928,MOT,0.3295774647887273,sec,"mean max(0, gap) where next speaker=MOT, |gap| <= 10.0"
TT_GAP_MEAN,11025,CHI,1.0,sec,"mean max(0, gap) where next speaker=CHI, |gap| <= 10.0"
TT_GAP_MEAN,11025,MOT,0.36,sec,"mean max(0, gap) where next speaker=MOT, |gap| <= 10.0"
TT_GAP_MEAN,20213,CHI,0.1276595744680851,sec,"mean max(0, gap) where next speaker=CHI, |gap| <= 10.0"
TT_GAP_MEAN,20213,MOT,0.0,sec,"mean max(0, gap) where next speaker=MOT, |gap| <= 10.0"
TT_GAP_MEAN,20319,CHI,0.3917525773195876,sec,"mean max(0, gap) where next speaker=CHI, |gap| <= 10.0"
TT_GAP_MEAN,20319,MOT,0.2244897959183673,sec,"mean max(0, gap) where next speaker=MOT, |gap| <= 10.0"
TT_OVERLAP_RATE,10129,CHI,0.0,percent,"percentage of turn transitions to CHI where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,10129,MOT,0.0,percent,"percentage of turn transitions to MOT where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,10225,CHI,0.0,percent,"percentage of turn transitions to CHI where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,10225,MOT,0.0,percent,"percentage of turn transitions to MOT where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,10421,CHI,0.0,percent,"percentage of turn transitions to CHI where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,10421,MOT,0.0,percent,"percentage of turn transitions to MOT where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,10622,CHI,0.0,percent,"percentage of turn transitions to CHI where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,10622,MOT,0.0,percent,"percentage of turn transitions to MOT where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,10928,CHI,0.0,percent,"percentage of turn transitions to CHI where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,10928,MOT,0.0,percent,"percentage of turn transitions to MOT where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,11025,CHI,0.0,percent,"percentage of turn transitions to CHI where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,11025,MOT,0.0,percent,"percentage of turn transitions to MOT where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,20213,CHI,0.0,percent,"percentage of turn transitions to CHI where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,20213,MOT,0.0,percent,"percentage of turn transitions to MOT where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,20319,CHI,0.0,percent,"percentage of turn transitions to CHI where gap < 0 (overlap), |gap| <= 10.0"
TT_OVERLAP_RATE,20319,MOT,0.0,percent,"percentage of turn transitions to MOT where gap < 0 (overlap), |gap| <= 10.0"
SFP_NE_RATE,10129,CHI,0.07942238267148015,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_Q_RATE,10129,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_YO_RATE,10129,CHI,0.05054151624548736,ratio,computed from segments.csv (sentence-final particles)
SFP_NA_RATE,10129,CHI,0.039711191335740074,ratio,computed from segments.csv (sentence-final particles)
SFP_NO_RATE,10129,CHI,0.02527075812274368,ratio,computed from segments.csv (sentence-final particles)
SFP_MON_RATE,10129,CHI,0.007220216606498195,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_RATE,10129,MOT,0.037037037037037035,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_Q_RATE,10129,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_YO_RATE,10129,MOT,0.018518518518518517,ratio,computed from segments.csv (sentence-final particles)
SFP_NA_RATE,10129,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NO_RATE,10129,MOT,0.07407407407407407,ratio,computed from segments.csv (sentence-final particles)
SFP_MON_RATE,10129,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_RATE,10225,CHI,0.022727272727272728,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_Q_RATE,10225,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_YO_RATE,10225,CHI,0.07792207792207792,ratio,computed from segments.csv (sentence-final particles)
SFP_NA_RATE,10225,CHI,0.032467532467532464,ratio,computed from segments.csv (sentence-final particles)
SFP_NO_RATE,10225,CHI,0.045454545454545456,ratio,computed from segments.csv (sentence-final particles)
SFP_MON_RATE,10225,CHI,0.003246753246753247,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_RATE,10225,MOT,0.08571428571428572,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_Q_RATE,10225,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_YO_RATE,10225,MOT,0.02857142857142857,ratio,computed from segments.csv (sentence-final particles)
SFP_NA_RATE,10225,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NO_RATE,10225,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_MON_RATE,10225,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_RATE,10421,CHI,0.031007751937984496,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_Q_RATE,10421,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_YO_RATE,10421,CHI,0.046511627906976744,ratio,computed from segments.csv (sentence-final particles)
SFP_NA_RATE,10421,CHI,0.007751937984496124,ratio,computed from segments.csv (sentence-final particles)
SFP_NO_RATE,10421,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_MON_RATE,10421,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_RATE,10421,MOT,0.05303030303030303,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_Q_RATE,10421,MOT,0.0025252525252525255,ratio,computed from segments.csv (sentence-final particles)
SFP_YO_RATE,10421,MOT,0.06818181818181818,ratio,computed from segments.csv (sentence-final particles)
SFP_NA_RATE,10421,MOT,0.03282828282828283,ratio,computed from segments.csv (sentence-final particles)
SFP_NO_RATE,10421,MOT,0.03282828282828283,ratio,computed from segments.csv (sentence-final particles)
SFP_MON_RATE,10421,MOT,0.0025252525252525255,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_RATE,10622,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_Q_RATE,10622,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_YO_RATE,10622,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NA_RATE,10622,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NO_RATE,10622,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_MON_RATE,10622,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_RATE,10622,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_Q_RATE,10622,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_YO_RATE,10622,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NA_RATE,10622,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NO_RATE,10622,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_MON_RATE,10622,MOT,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_RATE,10928,CHI,0.04878048780487805,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_Q_RATE,10928,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_YO_RATE,10928,CHI,0.012195121951219513,ratio,computed from segments.csv (sentence-final particles)
SFP_NA_RATE,10928,CHI,0.024390243902439025,ratio,computed from segments.csv (sentence-final particles)
SFP_NO_RATE,10928,CHI,0.036585365853658534,ratio,computed from segments.csv (sentence-final particles)
SFP_MON_RATE,10928,CHI,0.0,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_RATE,10928,MOT,0.10245901639344263,ratio,computed from segments.csv (sentence-final particles)
SFP_NE_Q_RATE,10928,MOT,0.004098360655737705,ratio,computed from segments.csv (sentence-final particles)
SFP_YO_RATE,10928,MOT,0.05737704918032787,ratio,computed from segments.csv (sentence-final particles)
SFP_NA_RATE,10928,MOT,0.020491803278688523,ratio,computed from segments.csv (sentence-final particles)
